,country,year,sex_code,sex_label,cancer_code,cancer_site,cases_per_100k
959,Denmark,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",41.0
960,Denmark,2000,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",38.8
961,Denmark,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",45.9
962,Luxembourg,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",31.5
963,Luxembourg,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",32.9
964,Costa Rica,2012,_T,Total,CICDTUME,Malignant neoplasms,179.3
965,Brazil,2012,M,Male,CICDTUME,Malignant neoplasms,231.6
966,Denmark,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",39.7
967,Denmark,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",37.0
968,Denmark,2000,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",34.7
969,Denmark,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",40.5
970,Australia,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",47.4
971,Australia,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",45.5
972,Australia,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",46.0
973,Slovenia,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",37.0
974,Slovenia,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",35.5
975,Czechia,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",50.9
976,Czechia,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",52.9
977,Czechia,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",66.1
978,Slovak Republic,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",61.6
979,Slovak Republic,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",60.6
980,Slovak Republic,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",54.5
981,Austria,2012,_T,Total,CICDTUME,Malignant neoplasms,254.1
982,Austria,2008,_T,Total,CICDTUME,Malignant neoplasms,250.6
983,Austria,2000,_T,Total,CICDTUME,Malignant neoplasms,250.7
984,Austria,2002,_T,Total,CICDTUME,Malignant neoplasms,275.5
985,Korea,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",25.6
986,Korea,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",15.8
987,Korea,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",33.3
988,Greece,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",9.0
989,Greece,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",8.5
990,Greece,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",8.7
991,Greece,2000,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",8.3
992,Israel,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.3
993,Israel,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",36.3
994,Luxembourg,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,82.5
995,Luxembourg,2000,F,Female,CICDMNBR,Malignant neoplasms of female breast,69.3
996,Luxembourg,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,89.1
997,Luxembourg,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,82.3
998,Latvia,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",27.8
999,Chile,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",14.4
1000,Chile,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",11.9
1001,Sweden,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",24.6
1002,Sweden,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",26.2
1003,Sweden,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",26.5
1004,Sweden,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",26.0
1005,United Kingdom,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",24.4
1006,United Kingdom,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",23.5
1007,United Kingdom,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",26.5
1008,United Kingdom,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",25.3
1009,Hungary,2012,_T,Total,CICDTUME,Malignant neoplasms,285.4
1010,Hungary,2008,_T,Total,CICDTUME,Malignant neoplasms,286.6
1011,Hungary,2002,_T,Total,CICDTUME,Malignant neoplasms,318.8
1012,Indonesia,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",8.1
1013,South Africa,2012,M,Male,CICDTUME,Malignant neoplasms,224.3
1014,Portugal,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,46.8
1015,Portugal,2000,M,Male,CICDMNPR,Malignant neoplasms of prostate,36.7
1016,Portugal,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,63.6
1017,Portugal,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,50.1
1018,India,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,4.2
1019,Czechia,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",29.6
1020,Czechia,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",32.0
1021,New Zealand,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,5.3
1022,New Zealand,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,5.5
1023,New Zealand,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,10.0
1024,Finland,2012,M,Male,CICDTUME,Malignant neoplasms,290.1
1025,Finland,2008,M,Male,CICDTUME,Malignant neoplasms,283.0
1026,Finland,2002,M,Male,CICDTUME,Malignant neoplasms,264.1
1027,Finland,2000,M,Male,CICDTUME,Malignant neoplasms,259.3
1028,Czechia,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",27.1
1029,Russia,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",6.8
1030,Denmark,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",37.6
1031,Denmark,2000,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",37.3
1032,Denmark,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",39.2
1033,Denmark,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",39.3
1034,South Africa,2012,_T,Total,CICDTUME,Malignant neoplasms,187.1
1035,Finland,2002,_T,Total,CICDTUME,Malignant neoplasms,246.0
1036,Finland,2000,_T,Total,CICDTUME,Malignant neoplasms,241.0
1037,Estonia,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,94.4
1038,Estonia,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,42.8
1039,Finland,2012,_T,Total,CICDTUME,Malignant neoplasms,256.8
1040,Finland,2008,_T,Total,CICDTUME,Malignant neoplasms,250.1
1041,Austria,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,71.4
1042,Austria,2000,M,Male,CICDMNPR,Malignant neoplasms of prostate,49.8
1043,Austria,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,74.7
1044,Austria,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,83.1
1045,Chile,2012,_T,Total,CICDTUME,Malignant neoplasms,175.7
1046,Chile,2008,_T,Total,CICDTUME,Malignant neoplasms,176.7
1047,Lithuania,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",31.2
1048,United States,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",42.1
1049,United States,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",49.0
1050,United States,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",38.4
1051,Korea,2002,M,Male,CICDTUME,Malignant neoplasms,285.7
1052,Korea,2012,M,Male,CICDTUME,Malignant neoplasms,340.0
1053,Korea,2008,M,Male,CICDTUME,Malignant neoplasms,309.4
1054,Germany,2000,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",38.5
1055,Germany,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",39.3
1056,Germany,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",35.5
1057,Germany,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.9
1058,Belgium,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",44.0
1059,Belgium,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",37.0
1060,Belgium,2000,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",37.4
1061,New Zealand,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",28.9
1062,New Zealand,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",25.9
1063,United Kingdom,2000,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",47.6
1064,United Kingdom,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",34.9
1065,United Kingdom,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",41.6
1066,United Kingdom,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",48.1
1067,New Zealand,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,99.7
1068,New Zealand,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,100.9
1069,New Zealand,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,92.2
1070,Estonia,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.5
1071,Estonia,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",24.4
1072,Finland,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",21.1
1073,Finland,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",21.2
1074,Finland,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",19.7
1075,Finland,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",19.8
1076,Ireland,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",27.0
1077,Ireland,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",28.7
1078,Ireland,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",27.7
1079,Ireland,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",28.8
1080,United States,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,83.8
1081,United States,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,124.8
1082,United States,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,98.2
1083,United Kingdom,2008,M,Male,CICDTUME,Malignant neoplasms,298.4
1084,United Kingdom,2002,M,Male,CICDTUME,Malignant neoplasms,286.6
1085,United Kingdom,2000,M,Male,CICDTUME,Malignant neoplasms,260.3
1086,United Kingdom,2012,M,Male,CICDTUME,Malignant neoplasms,284.0
1087,Hungary,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",42.6
1088,Hungary,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",45.2
1089,Hungary,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",42.3
1090,Latvia,2012,M,Male,CICDTUME,Malignant neoplasms,325.0
1091,Brazil,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",21.3
1092,Iceland,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,6.3
1093,Iceland,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,8.3
1094,Iceland,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,7.9
1095,Brazil,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",14.9
1096,France,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",36.1
1097,France,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",36.0
1098,France,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",40.8
1099,France,2000,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",39.8
1100,Switzerland,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",13.8
1101,Switzerland,2000,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",11.6
1102,Netherlands,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",33.9
1103,Netherlands,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",31.0
1104,Netherlands,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.8
1105,Netherlands,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.4
1106,Switzerland,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",20.7
1107,Switzerland,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",17.0
1108,Czechia,2008,_T,Total,CICDTUME,Malignant neoplasms,288.5
1109,Czechia,2002,_T,Total,CICDTUME,Malignant neoplasms,289.3
1110,Spain,2000,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",53.2
1111,Spain,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",52.5
1112,Spain,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",53.3
1113,Spain,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",55.8
1114,Czechia,2012,_T,Total,CICDTUME,Malignant neoplasms,293.8
1115,Ireland,2002,M,Male,CICDTUME,Malignant neoplasms,273.6
1116,Ireland,2000,M,Male,CICDTUME,Malignant neoplasms,272.1
1117,Ireland,2012,M,Male,CICDTUME,Malignant neoplasms,343.3
1118,Ireland,2008,M,Male,CICDTUME,Malignant neoplasms,355.9
1119,Denmark,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,89.1
1120,Denmark,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,88.7
1121,Denmark,2000,F,Female,CICDMNBR,Malignant neoplasms of female breast,86.2
1122,Denmark,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,105.0
1123,Japan,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",38.7
1124,Japan,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",38.8
1125,Japan,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",38.1
1126,Korea,2008,F,Female,CICDTUME,Malignant neoplasms,234.4
1127,Korea,2002,F,Female,CICDTUME,Malignant neoplasms,155.3
1128,Chile,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",10.2
1129,Chile,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",9.2
1130,Australia,2002,F,Female,CICDTUME,Malignant neoplasms,276.8
1131,Australia,2012,F,Female,CICDTUME,Malignant neoplasms,278.6
1132,Korea,2012,F,Female,CICDTUME,Malignant neoplasms,293.6
1133,Australia,2008,F,Female,CICDTUME,Malignant neoplasms,274.4
1134,Slovak Republic,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",49.2
1135,Slovak Republic,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",67.5
1136,Belgium,2012,F,Female,CICDTUME,Malignant neoplasms,288.9
1137,Belgium,2008,F,Female,CICDTUME,Malignant neoplasms,276.2
1138,Belgium,2000,F,Female,CICDTUME,Malignant neoplasms,234.6
1139,Belgium,2002,F,Female,CICDTUME,Malignant neoplasms,245.0
1140,France,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",20.2
1141,France,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",14.7
1142,France,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",8.8
1143,Slovak Republic,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",47.5
1144,France,2000,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",7.4
1145,Iceland,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",26.7
1146,Iceland,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",27.0
1147,Iceland,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",28.2
1148,Canada,2008,F,Female,CICDTUME,Malignant neoplasms,275.0
1149,Canada,2002,F,Female,CICDTUME,Malignant neoplasms,272.4
1150,United Kingdom,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",36.8
1151,United Kingdom,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",36.2
1152,United Kingdom,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",39.2
1153,Canada,2012,F,Female,CICDTUME,Malignant neoplasms,277.4
1154,United Kingdom,2000,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",35.4
1155,Slovenia,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",27.0
1156,Slovenia,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",25.0
1157,Hungary,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",33.2
1158,Hungary,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",28.4
1159,Hungary,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",24.9
1160,Denmark,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",45.2
1161,Colombia,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",12.9
1162,Sweden,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,7.4
1163,Sweden,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,7.4
1164,Chile,2008,M,Male,CICDTUME,Malignant neoplasms,203.0
1165,Chile,2012,M,Male,CICDTUME,Malignant neoplasms,195.3
1166,Slovenia,2012,M,Male,CICDTUME,Malignant neoplasms,358.2
1167,Slovenia,2008,M,Male,CICDTUME,Malignant neoplasms,315.5
1168,United Kingdom,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,87.2
1169,United Kingdom,2000,F,Female,CICDMNBR,Malignant neoplasms of female breast,74.9
1170,United Kingdom,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,95.0
1171,United Kingdom,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,87.9
1172,France,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.7
1173,France,2000,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.5
1174,France,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,6.8
1175,France,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,7.1
1176,France,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,9.8
1177,France,2000,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,10.1
1178,France,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",35.0
1179,France,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.0
1180,Russia,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.0
1181,Norway,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",27.6
1182,Norway,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.0
1183,Norway,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.1
1184,Poland,2008,F,Female,CICDTUME,Malignant neoplasms,186.0
1185,Poland,2002,F,Female,CICDTUME,Malignant neoplasms,210.3
1186,Poland,2012,F,Female,CICDTUME,Malignant neoplasms,205.6
1187,Slovak Republic,2008,F,Female,CICDTUME,Malignant neoplasms,223.4
1188,Slovak Republic,2002,F,Female,CICDTUME,Malignant neoplasms,206.9
1189,Slovak Republic,2012,F,Female,CICDTUME,Malignant neoplasms,238.0
1190,United States,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,5.7
1191,United States,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,7.7
1192,United States,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,6.6
1193,Netherlands,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",17.9
1194,Netherlands,2000,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",17.5
1195,Austria,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,68.0
1196,Austria,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,69.9
1197,Austria,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,70.5
1198,Austria,2000,F,Female,CICDMNBR,Malignant neoplasms of female breast,67.2
1199,Netherlands,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",31.6
1200,Netherlands,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",26.1
1201,Italy,2002,_T,Total,CICDTUME,Malignant neoplasms,276.5
1202,Italy,2000,_T,Total,CICDTUME,Malignant neoplasms,254.1
1203,Latvia,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,82.7
1204,Italy,2012,_T,Total,CICDTUME,Malignant neoplasms,278.6
1205,Italy,2008,_T,Total,CICDTUME,Malignant neoplasms,274.3
1206,Iceland,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",29.8
1207,Iceland,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",28.2
1208,Iceland,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.0
1209,Greece,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",19.4
1210,Greece,2000,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",17.4
1211,Greece,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",16.3
1212,Greece,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",15.4
1213,Japan,2008,M,Male,CICDTUME,Malignant neoplasms,247.3
1214,Japan,2002,M,Male,CICDTUME,Malignant neoplasms,261.5
1215,Japan,2012,M,Male,CICDTUME,Malignant neoplasms,260.4
1216,Greece,2000,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",55.8
1217,Greece,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",50.9
1218,India,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",7.2
1219,Greece,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",52.9
1220,Greece,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",58.0
1221,Hungary,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",60.6
1222,Hungary,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",56.6
1223,Hungary,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",58.9
1224,Switzerland,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",34.0
1225,Switzerland,2000,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",27.8
1226,Switzerland,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",29.4
1227,Switzerland,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",25.9
1228,Brazil,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",15.8
1229,Austria,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",27.8
1230,Austria,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",26.1
1231,Hungary,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",51.6
1232,Hungary,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",49.8
1233,Hungary,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",59.8
1234,Austria,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",19.6
1235,Austria,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",22.2
1236,Mexico,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",17.0
1237,Brazil,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,76.2
1238,Mexico,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",10.5
1239,Mexico,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",14.0
1240,South Africa,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,67.9
1241,Sweden,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",29.8
1242,Sweden,2000,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",28.8
1243,Sweden,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",29.2
1244,Sweden,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",28.5
1245,Indonesia,2012,M,Male,CICDTUME,Malignant neoplasms,136.2
1246,Italy,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,40.5
1247,Italy,2000,M,Male,CICDMNPR,Malignant neoplasms of prostate,24.9
1248,Italy,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,67.6
1249,Italy,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,58.4
1250,Estonia,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",9.0
1251,Estonia,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",9.4
1252,Spain,2000,M,Male,CICDTUME,Malignant neoplasms,272.3
1253,Brazil,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",16.9
1254,Spain,2012,M,Male,CICDTUME,Malignant neoplasms,312.8
1255,Spain,2008,M,Male,CICDTUME,Malignant neoplasms,309.9
1256,Spain,2002,M,Male,CICDTUME,Malignant neoplasms,307.6
1257,Sweden,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",14.4
1258,Sweden,2000,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",12.1
1259,Belgium,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",45.2
1260,Latvia,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",23.7
1261,China (People’s Republic of),2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",52.8
1262,China (People’s Republic of),2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",20.4
1263,Israel,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",40.4
1264,Israel,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",35.9
1265,United States,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",38.9
1266,United States,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",25.0
